-128.12;31.53;647
0.00;0.01;719
-0.30;0.35;793
-2.50;2.41;867
-6.70;6.19;941
-12.00;11.60;1016
-21.00;18.70;1093
-31.00;24.40;1171
-42.00;28.10;1248
-55.00;30.00;1325
-67.00;30.10;1401
-80.00;29.90;1478
-94.00;29.90;1555
-105.00;29.90;1634
-113.00;29.90;1712
-120.00;29.90;1789
-124.00;29.90;1867
-127.00;29.90;1945
-128.00;29.90;2023
-128.00;29.90;2102
-128.00;29.90;2180
-128.00;29.90;2257
-128.00;29.90;2335
-128.00;29.90;2413
-128.00;29.90;2491
-128.00;29.90;2570
-128.00;29.90;2648
-128.00;29.90;2725
-128.00;29.90;2803
-128.00;29.90;2881
-128.00;29.90;2960
-128.00;29.90;3038
-128.00;29.90;3116
-128.00;29.90;3193
-128.00;29.90;3271
-128.00;29.90;3349
-128.00;29.90;3428
-128.00;29.90;3506
-128.00;29.90;3584
-128.00;29.90;3661
-128.00;29.90;3739
-128.00;29.90;3817
-128.00;29.90;3896
-128.00;29.90;3974
-128.00;29.90;4051
-128.00;29.90;4129
-128.00;29.90;4207
-128.00;29.90;4285
-128.00;29.90;4364
-128.00;29.90;4442
-128.00;29.90;4519
-128.00;29.90;4597
